"","stationid","lanenumber","period","volume","occupancy","speed"
"32",3146,"1",2015-09-02 07:00:00,1291,8.97546012269939,71.2432223082882
"33",3146,"1",2015-09-02 08:00:00,870,5.48022598870056,70.5091954022989
"34",3146,"1",2015-09-02 09:00:00,659,4.13690476190476,70.2078907435508
"35",3146,"1",2015-09-02 10:00:00,619,4.2111801242236,70.59450726979
"36",3146,"1",2015-09-02 11:00:00,663,4.63522012578616,70.7707390648567
"37",3146,"1",2015-09-02 12:00:00,689,5.15094339622642,68.6937590711176
"38",3146,"1",2015-09-02 13:00:00,826,5.92771084337349,68.3075060532688
"39",3146,"1",2015-09-02 14:00:00,718,4.89221556886228,70.6935933147632
"40",3146,"1",2015-09-02 15:00:00,702,4.2183908045977,71.7008547008547
"41",3146,"1",2015-09-02 16:00:00,672,4.57228915662651,71.6741071428571
"42",3146,"1",2015-09-02 17:00:00,657,4.02325581395349,71.3500761035008
"43",3146,"1",2015-09-02 18:00:00,621,4.04216867469879,70.6747181964573
"44",3146,"1",2015-09-02 19:00:00,181,3.81632653061224,71.9613259668508
"45",3146,"1",2015-09-02 21:00:00,137,2.18461538461538,71.5401459854015
"46",3146,"1",2015-09-02 22:00:00,104,1.22972972972973,70.3942307692308
"47",3146,"1",2015-09-02 23:00:00,78,1.08474576271186,70.4230769230769
"48",3146,"1",2015-09-03 00:00:00,25,0.708333333333333,69.6
"49",3146,"1",2015-09-03 01:00:00,17,0.625,71.3529411764706
"50",3146,"1",2015-09-03 02:00:00,28,0.807692307692308,71.0357142857143
"51",3146,"1",2015-09-03 03:00:00,34,0.827586206896552,71.9705882352941
"52",3146,"1",2015-09-03 04:00:00,138,1.68354430379747,73.5579710144928
"53",3146,"1",2015-09-03 05:00:00,757,4.77844311377245,72.7173051519155
"54",3146,"1",2015-09-03 06:00:00,1250,8.59627329192547,71.72
"55",3146,"1",2015-09-03 07:00:00,1400,8.96551724137931,71.3392857142857
"56",3146,"1",2015-09-03 08:00:00,937,6.08284023668639,72.0885805763074
"57",3146,"1",2015-09-03 09:00:00,694,4.54166666666667,71.0475504322767
"58",3146,"1",2015-09-03 10:00:00,738,4.80120481927711,71.4945799457995
"59",3146,"1",2015-09-03 11:00:00,647,4.34177215189873,71.112828438949
"60",3146,"1",2015-09-03 12:00:00,744,5.00591715976331,70.6545698924731
"61",3146,"1",2015-09-03 13:00:00,914,5.93714285714286,70.636761487965
"62",3146,"1",2015-09-03 14:00:00,870,6.5253164556962,70.016091954023
"63",3146,"1",2015-09-03 15:00:00,855,5.95092024539877,69.8280701754386
"64",3146,"1",2015-09-03 16:00:00,682,4.7741935483871,71.574780058651
"65",3146,"1",2015-09-03 17:00:00,677,4.42138364779874,71.2895125553914
"66",3146,"1",2015-09-03 18:00:00,667,4.40119760479042,69.7706146926537
"67",3146,"1",2015-09-03 19:00:00,642,4.23780487804878,71.0327102803738
"68",3146,"1",2015-09-03 20:00:00,444,3.02614379084967,69.1148648648649
"69",3146,"1",2015-09-03 21:00:00,325,2.37777777777778,69.7230769230769
"70",3146,"1",2015-09-03 22:00:00,177,1.65979381443299,69.9265536723164
"71",3146,"1",2015-09-03 23:00:00,106,1.32394366197183,70.1509433962264
"72",3146,"1",2015-09-04 00:00:00,42,0.897435897435897,67.6904761904762
"73",3146,"1",2015-09-04 01:00:00,17,0.6875,69.8235294117647
"74",3146,"1",2015-09-04 02:00:00,25,0.75,70.76
"75",3146,"1",2015-09-04 03:00:00,26,0.64,70.8076923076923
"76",3146,"1",2015-09-04 04:00:00,119,1.27631578947368,72.436974789916
"77",3146,"1",2015-09-04 05:00:00,634,4.07975460122699,72.0031545741325
"78",3146,"1",2015-09-04 06:00:00,1282,7.96629213483146,72.0702028081123
"79",3146,"1",2015-09-04 07:00:00,1262,7.92,71.5261489698891
"80",3146,"1",2015-09-04 08:00:00,968,6.07558139534884,71.3677685950413
"81",3146,"1",2015-09-04 09:00:00,750,4.83928571428571,71.5533333333333
"82",3146,"1",2015-09-04 10:00:00,756,5.06470588235294,70.4166666666667
"83",3146,"1",2015-09-04 11:00:00,848,5.73053892215569,69.9044811320755
"84",3146,"1",2015-09-04 12:00:00,898,6.11377245508982,70.2516703786192
"85",3146,"1",2015-09-04 13:00:00,993,6.51162790697674,71.0211480362538
"86",3146,"1",2015-09-04 14:00:00,1003,7.0059880239521,69.8544366899302
"87",3146,"1",2015-09-04 15:00:00,831,5.47701149425287,70.3225030084236
"88",3146,"1",2015-09-04 16:00:00,657,4.58227848101266,71.3333333333333
"89",3146,"1",2015-09-04 17:00:00,774,4.95783132530121,70.9832041343669
"90",3146,"1",2015-09-04 18:00:00,739,5.2,71.0040595399188
"91",3146,"1",2015-09-04 19:00:00,716,4.3859649122807,71.0265363128492
"92",3146,"1",2015-09-04 20:00:00,555,3.58490566037736,68.4720720720721
"93",3146,"1",2015-09-04 21:00:00,415,2.9448275862069,69.0843373493976
"94",3146,"1",2015-09-04 22:00:00,281,2.0530303030303,70.1921708185053
"95",3146,"1",2015-09-04 23:00:00,185,1.39252336448598,70.6810810810811
"96",3146,"1",2015-09-05 00:00:00,74,1.15789473684211,69.472972972973
"97",3146,"1",2015-09-05 01:00:00,37,1.05882352941176,71.1351351351351
"98",3146,"1",2015-09-05 02:00:00,30,0.714285714285714,70.6
"99",3146,"1",2015-09-05 03:00:00,24,0.708333333333333,73.0416666666667
"100",3146,"1",2015-09-05 04:00:00,35,0.727272727272727,69.5714285714286
"101",3146,"1",2015-09-05 05:00:00,78,1.16666666666667,72.525641025641
"102",3146,"1",2015-09-05 06:00:00,191,1.56190476190476,72.8062827225131
"103",3146,"1",2015-09-05 07:00:00,246,1.775,73.3130081300813
"104",3146,"1",2015-09-05 08:00:00,364,2.44366197183099,73.5274725274725
"105",3146,"1",2015-09-05 09:00:00,566,3.76129032258065,72.2844522968198
"106",3146,"1",2015-09-05 10:00:00,777,5.12345679012346,71.7747747747748
"107",3146,"1",2015-09-05 11:00:00,923,5.78285714285714,71.0195016251354
"108",3146,"1",2015-09-05 12:00:00,936,6.31176470588235,70.7820512820513
"109",3146,"1",2015-09-05 13:00:00,982,6.41142857142857,70.693482688391
"110",3146,"1",2015-09-05 14:00:00,1038,6.42134831460674,70.9402697495183
"111",3146,"1",2015-09-05 15:00:00,1053,6.94186046511628,70.3171889838556
"112",3146,"1",2015-09-05 16:00:00,1024,6.47126436781609,71.2138671875
"113",3146,"1",2015-09-05 17:00:00,767,5.51633986928105,70.380704041721
"114",3146,"1",2015-09-05 18:00:00,751,4.95705521472393,71.0972037283622
"115",3146,"1",2015-09-05 19:00:00,620,3.77710843373494,71.2951612903226
"116",3146,"1",2015-09-05 20:00:00,598,4.08695652173913,68.6404682274247
"117",3146,"1",2015-09-05 21:00:00,651,3.8125,69.9769585253456
"118",3146,"1",2015-09-05 22:00:00,466,3.18300653594771,68.3948497854077
"119",3146,"1",2015-09-05 23:00:00,134,1.51190476190476,69.4776119402985
"120",3146,"1",2015-09-06 00:00:00,57,0.851063829787234,70.5614035087719
"121",3146,"1",2015-09-06 01:00:00,32,0.758620689655172,70.09375
"122",3146,"1",2015-09-06 02:00:00,28,0.92,68
"123",3146,"1",2015-09-06 03:00:00,17,0.733333333333333,75.3529411764706
"124",3146,"1",2015-09-06 04:00:00,23,0.636363636363636,70.7391304347826
"125",3146,"1",2015-09-06 05:00:00,42,0.837837837837838,73.4523809523809
"126",3146,"1",2015-09-06 06:00:00,86,1.20338983050847,73.3837209302326
"127",3146,"1",2015-09-06 07:00:00,120,1.18987341772152,72.6416666666667
"128",3146,"1",2015-09-06 08:00:00,187,1.46788990825688,73.4064171122995
"129",3146,"1",2015-09-06 09:00:00,393,2.58041958041958,72.0712468193384
"130",3146,"1",2015-09-06 10:00:00,610,3.8,71.4967213114754
"131",3146,"1",2015-09-06 11:00:00,785,4.75141242937853,70.3363057324841
"132",3146,"1",2015-09-06 12:00:00,928,5.77514792899408,69.3318965517241
"133",3146,"1",2015-09-06 13:00:00,1126,6.85227272727273,70.0133214920071
"134",3146,"1",2015-09-06 14:00:00,892,5.58579881656805,69.9641255605381
"135",3146,"1",2015-09-06 15:00:00,1111,7.08720930232558,68.1836183618362
"136",3146,"1",2015-09-06 16:00:00,1178,7.62790697674419,67.8132427843803
"137",3146,"1",2015-09-06 17:00:00,1119,7.36842105263158,68.1197497765862
"138",3146,"1",2015-09-06 18:00:00,800,5.24390243902439,71.23875
"139",3146,"1",2015-09-06 19:00:00,719,4.76543209876543,71.2127955493741
"140",3146,"1",2015-09-06 20:00:00,568,3.625,68.7799295774648
"141",3146,"1",2015-09-06 21:00:00,361,2.71532846715328,69.6980609418283
"142",3146,"1",2015-09-06 22:00:00,209,1.77981651376147,70.8516746411483
"143",3146,"1",2015-09-06 23:00:00,96,1.17567567567568,70.2291666666667
"144",3146,"1",2015-09-07 00:00:00,56,1.04347826086957,69.1071428571429
"145",3146,"1",2015-09-07 01:00:00,31,1,71.7096774193548
"146",3146,"1",2015-09-07 02:00:00,8,0.75,71.125
"147",3146,"1",2015-09-07 03:00:00,28,0.72,71.75
"148",3146,"1",2015-09-07 04:00:00,25,0.782608695652174,72.48
"149",3146,"1",2015-09-07 05:00:00,64,0.78,73.1875
"150",3146,"1",2015-09-07 06:00:00,91,0.814285714285714,73.4725274725275
"151",3146,"1",2015-09-07 07:00:00,166,1.21904761904762,73.5240963855422
"152",3146,"1",2015-09-07 08:00:00,227,1.5609756097561,74.6035242290749
"153",3146,"1",2015-09-07 09:00:00,373,2.58273381294964,73
"154",3146,"1",2015-09-07 10:00:00,657,4.15384615384615,72.1567732115677
"155",3146,"1",2015-09-07 11:00:00,876,6.07361963190184,70.8013698630137
"156",3146,"1",2015-09-07 12:00:00,1161,7.65921787709497,70.5839793281654
"157",3146,"1",2015-09-07 13:00:00,1433,9.68715083798883,69.4466154919749
"158",3146,"1",2015-09-07 14:00:00,1434,9.95953757225434,69.3430962343096
"159",3146,"1",2015-09-07 15:00:00,1569,11.6213017751479,68.3983428935628
"160",3146,"1",2015-09-07 16:00:00,1487,12.4223602484472,65.9098856758574
"161",3146,"1",2015-09-07 17:00:00,1225,26.5232558139535,36.1616326530612
"162",3146,"1",2015-09-07 18:00:00,1169,9.02597402597403,68.9110350727117
"163",3146,"1",2015-09-07 19:00:00,1060,7.30588235294118,68.0933962264151
"164",3146,"1",2015-09-07 20:00:00,699,4.8625,69.1459227467811
"165",3146,"1",2015-09-07 21:00:00,434,2.90909090909091,70.3064516129032
"166",3146,"1",2015-09-07 22:00:00,164,1.48484848484848,69.0670731707317
"167",3146,"1",2015-09-07 23:00:00,71,1,71.7323943661972
"168",3146,"1",2015-09-08 00:00:00,41,1.23333333333333,71.390243902439
"169",3146,"1",2015-09-08 01:00:00,16,0.6,72.75
"170",3146,"1",2015-09-08 02:00:00,16,0.666666666666667,70.1875
"171",3146,"1",2015-09-08 03:00:00,39,0.583333333333333,74.4615384615385
"172",3146,"1",2015-09-08 04:00:00,176,1.52688172043011,74.4147727272727
"173",3146,"1",2015-09-08 05:00:00,756,4.65680473372781,72.8465608465608
"174",3146,"1",2015-09-08 06:00:00,1403,8.93181818181818,70.8660014255168
"175",3146,"1",2015-09-08 07:00:00,1396,8.91329479768786,71.5716332378224
"176",3146,"1",2015-09-08 08:00:00,870,5.39306358381503,71.6712643678161
"177",3146,"1",2015-09-08 09:00:00,684,4.36526946107784,70.516081871345
"178",3146,"1",2015-09-08 10:00:00,607,4.35714285714286,70.1762767710049
"179",3146,"1",2015-09-08 11:00:00,757,5.42948717948718,70.3698811096433
"180",3146,"1",2015-09-08 12:00:00,711,4.62209302325581,69.5710267229255
"181",3146,"1",2015-09-08 13:00:00,891,5.91812865497076,69.8776655443322
"182",3146,"1",2015-09-08 14:00:00,915,6.01734104046243,70.3540983606557
"183",3146,"1",2015-09-08 15:00:00,925,5.92613636363636,70.44
"184",3146,"1",2015-09-08 16:00:00,717,4.91875,71.071129707113
"185",3146,"1",2015-09-08 17:00:00,630,3.86549707602339,71.4047619047619
"186",3146,"1",2015-09-08 18:00:00,618,3.98170731707317,70.9482200647249
"187",3146,"1",2015-09-08 19:00:00,464,3.23684210526316,69.9525862068966
"188",3146,"1",2015-09-08 20:00:00,338,2.65648854961832,68.9378698224852
"189",3146,"1",2015-09-08 21:00:00,216,1.75,70.3425925925926
"190",3146,"1",2015-09-08 22:00:00,112,1.20779220779221,70.5446428571429
"191",3146,"1",2015-09-08 23:00:00,87,1.16923076923077,70.4597701149425
"192",3146,"1",2015-09-09 00:00:00,46,1.02777777777778,68.5652173913043
"193",3146,"1",2015-09-09 01:00:00,13,0.916666666666667,72.6153846153846
"194",3146,"1",2015-09-09 02:00:00,20,0.941176470588235,73.6
"195",3146,"1",2015-09-09 03:00:00,38,0.702702702702703,72.2631578947368
"196",3146,"1",2015-09-09 04:00:00,151,1.35483870967742,72.4900662251656
"197",3146,"1",2015-09-09 05:00:00,658,4.08024691358025,72.3510638297872
"198",3146,"1",2015-09-09 06:00:00,1397,9.20710059171598,70.8310665712241
"199",3146,"1",2015-09-09 07:00:00,1404,8.98843930635838,71.4031339031339
"200",3146,"1",2015-09-09 08:00:00,908,5.80838323353293,72.3700440528634
"201",3146,"1",2015-09-09 09:00:00,712,4.42603550295858,71.8230337078652
"202",3146,"1",2015-09-09 10:00:00,683,4.41916167664671,70.4685212298682
"203",3146,"1",2015-09-09 11:00:00,577,4.00649350649351,71.629116117851
"204",3146,"1",2015-09-09 12:00:00,625,4.175,70.5936
"205",3146,"1",2015-09-09 13:00:00,689,5.13815789473684,70.4005805515239
"206",3146,"1",2015-09-09 14:00:00,830,5.75739644970414,70.1722891566265
"207",3146,"1",2015-09-09 15:00:00,725,4.5030303030303,71.3724137931034
"208",3146,"1",2015-09-09 16:00:00,821,5.21511627906977,71.5334957369062
"209",3146,"1",2015-09-09 17:00:00,607,4.04458598726115,71.662273476112
"210",3146,"1",2015-09-09 18:00:00,610,4.18181818181818,70.4426229508197
"211",3146,"1",2015-09-09 19:00:00,463,3.09090909090909,69.4535637149028
"212",3146,"1",2015-09-09 20:00:00,384,2.80689655172414,69.4973958333333
"213",3146,"1",2015-09-09 21:00:00,231,1.8595041322314,68.6580086580087
"214",3146,"1",2015-09-09 22:00:00,147,1.32323232323232,69.9795918367347
"215",3146,"1",2015-09-09 23:00:00,68,1.21276595744681,69.4411764705882
"216",3146,"1",2015-09-10 00:00:00,28,0.76,68.6071428571429
"217",3146,"1",2015-09-10 01:00:00,23,1.1,65.1739130434783
"218",3146,"1",2015-09-10 02:00:00,19,1.125,68.4736842105263
"219",3146,"1",2015-09-10 03:00:00,54,0.976744186046512,71.1296296296296
"220",3146,"1",2015-09-10 04:00:00,160,1.33684210526316,72.68125
"221",3146,"1",2015-09-10 05:00:00,719,4.70700636942675,72.3838664812239
"222",3146,"1",2015-09-10 06:00:00,1489,9.68023255813953,70.6877098723976
"223",3146,"1",2015-09-10 07:00:00,1366,9,71.2291361639824
"224",3146,"1",2015-09-10 08:00:00,984,5.93888888888889,71.8973577235772
"225",3146,"1",2015-09-10 09:00:00,717,4.61849710982659,70.5899581589958
"226",3146,"1",2015-09-10 10:00:00,702,4.44508670520231,70.3347578347578
"227",3146,"1",2015-09-10 11:00:00,703,4.84242424242424,69.6955903271693
"228",3146,"1",2015-09-10 12:00:00,760,4.95266272189349,70.478947368421
"229",3146,"1",2015-09-10 13:00:00,849,5.76190476190476,69.434628975265
"230",3146,"1",2015-09-10 14:00:00,990,6.6374269005848,70.240404040404
"231",3146,"1",2015-09-10 15:00:00,951,6.2,70.1892744479495
"232",3146,"1",2015-09-10 16:00:00,806,5.19411764705882,71.0818858560794
"233",3146,"1",2015-09-10 17:00:00,643,4.25609756097561,71.0062208398134
"234",3146,"1",2015-09-10 18:00:00,672,4.43030303030303,69.3988095238095
"235",3146,"1",2015-09-10 19:00:00,573,3.8641975308642,68.1064572425829
"236",3146,"1",2015-09-10 20:00:00,447,3.13157894736842,68.0738255033557
"237",3146,"1",2015-09-10 21:00:00,252,2.01680672268908,70.1111111111111
"238",3146,"1",2015-09-10 22:00:00,185,1.51327433628319,69.972972972973
"239",3146,"1",2015-09-10 23:00:00,89,1.15714285714286,69.6629213483146
"240",3146,"1",2015-09-11 00:00:00,54,1.06666666666667,69.1111111111111
"241",3146,"1",2015-09-11 01:00:00,20,0.944444444444444,68.6
"242",3146,"1",2015-09-11 02:00:00,16,0.75,71.0625
"243",3146,"1",2015-09-11 03:00:00,39,1.65217391304348,72.7435897435897
"244",3146,"1",2015-09-11 04:00:00,114,1.14473684210526,73.0087719298246
"245",3146,"1",2015-09-11 05:00:00,634,4.09493670886076,72.1529968454259
"246",3146,"1",2015-09-11 06:00:00,1302,8.46783625730994,71.1321044546851
"247",3146,"1",2015-09-11 07:00:00,1308,8.40462427745665,70.552752293578
"248",3146,"1",2015-09-11 08:00:00,886,5.87037037037037,71.7212189616253
"249",3146,"1",2015-09-11 09:00:00,716,4.67469879518072,70.6438547486033
"250",3146,"1",2015-09-11 10:00:00,676,4.65853658536585,69.6863905325444
"251",3146,"1",2015-09-11 11:00:00,712,5.41891891891892,69.7443820224719
"252",3146,"1",2015-09-11 12:00:00,592,5.79831932773109,70.1131756756757
"253",3146,"1",2015-09-11 13:00:00,918,5.96,69.3812636165577
"254",3146,"1",2015-09-11 14:00:00,991,6.76646706586826,70.4197780020182
"255",3146,"1",2015-09-11 15:00:00,818,6.03921568627451,70.718826405868
"256",3146,"1",2015-09-11 16:00:00,740,4.55621301775148,72.1256756756757
"257",3146,"1",2015-09-11 17:00:00,741,4.38983050847458,72.2577597840756
"258",3146,"1",2015-09-11 18:00:00,858,5.35260115606936,71.1153846153846
"259",3146,"1",2015-09-11 19:00:00,671,4.24260355029586,69.74217585693
"260",3146,"1",2015-09-11 20:00:00,572,3.79268292682927,68.2692307692308
"261",3146,"1",2015-09-11 21:00:00,625,4.21383647798742,68.44
"262",3146,"1",2015-09-11 22:00:00,258,1.896,70.3100775193798
"263",3146,"1",2015-09-11 23:00:00,148,1.45652173913043,69.2702702702703
"264",3146,"1",2015-09-12 00:00:00,60,0.96,68.95
"265",3146,"1",2015-09-12 01:00:00,34,0.612903225806452,70.0294117647059
"266",3146,"1",2015-09-12 02:00:00,24,1,66.2083333333333
"267",3146,"1",2015-09-12 03:00:00,15,0.857142857142857,69.5333333333333
"268",3146,"1",2015-09-12 04:00:00,46,0.666666666666667,73.5434782608696
"269",3146,"1",2015-09-12 05:00:00,118,1.19753086419753,73.228813559322
"270",3146,"1",2015-09-12 06:00:00,231,1.70338983050847,72.5541125541125
"271",3146,"1",2015-09-12 07:00:00,322,2.22388059701493,73.2546583850932
"272",3146,"1",2015-09-12 08:00:00,536,3.21686746987952,72.6436567164179
"273",3146,"1",2015-09-12 09:00:00,717,4.49704142011834,72.1073919107392
"274",3146,"1",2015-09-12 10:00:00,831,5.28235294117647,70.9241877256318
"275",3146,"1",2015-09-12 11:00:00,848,5.29885057471264,70.9316037735849
"276",3146,"1",2015-09-12 12:00:00,871,5.61046511627907,70.5625717566016
"277",3146,"1",2015-09-12 13:00:00,995,6.42690058479532,70.9276381909548
"278",3146,"1",2015-09-12 14:00:00,1039,6.48314606741573,71.2021174205967
"279",3146,"1",2015-09-12 15:00:00,1155,7.29378531073446,70.6926406926407
"280",3146,"1",2015-09-12 16:00:00,1123,7.48795180722892,71.0792520035619
"281",3146,"1",2015-09-12 17:00:00,1121,7.40236686390533,70.6868867082962
"282",3146,"1",2015-09-12 18:00:00,953,6.11695906432749,69.8982161594963
"283",3146,"1",2015-09-12 19:00:00,737,5.01234567901235,67.9484396200814
"284",3146,"1",2015-09-12 20:00:00,594,4.04487179487179,69.1043771043771
"285",3146,"1",2015-09-12 21:00:00,584,4.04575163398693,68.9383561643836
"286",3146,"1",2015-09-12 22:00:00,404,2.69736842105263,69.279702970297
"287",3146,"1",2015-09-12 23:00:00,135,1.57142857142857,70.237037037037
"288",3146,"1",2015-09-13 00:00:00,61,1.19047619047619,70.2459016393443
"289",3146,"1",2015-09-13 01:00:00,37,1.03125,69.2702702702703
"290",3146,"1",2015-09-13 02:00:00,33,0.8,69.8181818181818
"291",3146,"1",2015-09-13 03:00:00,21,0.705882352941177,72.1904761904762
"292",3146,"1",2015-09-13 04:00:00,31,0.84,72.0967741935484
"293",3146,"1",2015-09-13 05:00:00,64,0.727272727272727,72.78125
"294",3146,"1",2015-09-13 06:00:00,107,1.25333333333333,71.8317757009346
"295",3146,"1",2015-09-13 07:00:00,152,1.31313131313131,73.25
"296",3146,"1",2015-09-13 08:00:00,279,2.12295081967213,72.3405017921147
"297",3146,"1",2015-09-13 09:00:00,495,3.29333333333333,72.3050505050505
"298",3146,"1",2015-09-13 10:00:00,609,4.09933774834437,72.1625615763547
"299",3146,"1",2015-09-13 11:00:00,914,6.04761904761905,70.9573304157549
"300",3146,"1",2015-09-13 12:00:00,1077,7.32530120481928,70.0157845868152
"301",3146,"1",2015-09-13 13:00:00,1185,8.01764705882353,69.6084388185654
"302",3146,"1",2015-09-13 14:00:00,1351,9.02325581395349,69.6824574389341
"303",3146,"1",2015-09-13 15:00:00,1214,8.64596273291925,69.6029654036244
"304",3146,"1",2015-09-13 16:00:00,1381,9.28901734104046,68.8262128892107
"305",3146,"1",2015-09-13 17:00:00,1441,9.33707865168539,69.6197085357391
"306",3146,"1",2015-09-13 18:00:00,1189,7.95906432748538,68.8662741799832
"307",3146,"1",2015-09-13 19:00:00,985,6.30167597765363,68.3736040609137
"308",3146,"1",2015-09-13 20:00:00,628,4.23312883435583,68.25
"309",3146,"1",2015-09-13 21:00:00,314,2.10344827586207,69.5063694267516
"310",3146,"1",2015-09-13 22:00:00,144,1.46590909090909,70.3333333333333
"311",3146,"1",2015-09-13 23:00:00,74,1.14285714285714,68.4324324324324
"312",3146,"1",2015-09-14 00:00:00,44,1.14285714285714,71.0227272727273
"313",3146,"1",2015-09-14 01:00:00,17,0.764705882352941,69.5882352941177
"314",3146,"1",2015-09-14 02:00:00,19,0.833333333333333,69.7368421052632
"315",3146,"1",2015-09-14 03:00:00,41,0.861111111111111,71.9756097560976
"316",3146,"1",2015-09-14 04:00:00,173,1.4949494949495,72.3699421965318
"317",3146,"1",2015-09-14 05:00:00,795,4.96470588235294,71.948427672956
"318",3146,"1",2015-09-14 06:00:00,1413,8.96629213483146,69.9957537154989
"319",3146,"1",2015-09-14 07:00:00,1523,9.52222222222222,70.3565331582403
"320",3146,"1",2015-09-14 08:00:00,893,5.64497041420118,71.7021276595745
"321",3146,"1",2015-09-14 09:00:00,616,3.83431952662722,70.0827922077922
"322",3146,"1",2015-09-14 10:00:00,636,4.14201183431953,70.1210691823899
"323",3146,"1",2015-09-14 11:00:00,683,4.56969696969697,70.9897510980966
"324",3146,"1",2015-09-14 12:00:00,692,4.58181818181818,70.728323699422
"325",3146,"1",2015-09-14 13:00:00,805,5.34883720930233,69.8012422360248
"326",3146,"1",2015-09-14 14:00:00,822,5.51764705882353,69.6508515815085
"327",3146,"1",2015-09-14 15:00:00,830,5.35260115606936,70.8313253012048
"328",3146,"1",2015-09-14 16:00:00,749,4.5406976744186,72.502002670227
"329",3146,"1",2015-09-14 17:00:00,688,4.32530120481928,72.6061046511628
"330",3146,"1",2015-09-14 18:00:00,641,4.21875,71.3307332293292
"331",3146,"1",2015-09-14 19:00:00,395,2.86524822695035,69.1012658227848
"332",3146,"1",2015-09-14 20:00:00,307,2.10791366906475,69.9869706840391
"333",3146,"1",2015-09-14 21:00:00,210,1.83035714285714,70.5047619047619
"334",3146,"1",2015-09-14 22:00:00,129,1.35227272727273,70.984496124031
"335",3146,"1",2015-09-14 23:00:00,73,1.01666666666667,70.3150684931507
"336",3146,"1",2015-09-15 00:00:00,40,0.944444444444444,69.025
"337",3146,"1",2015-09-15 01:00:00,20,0.833333333333333,69.6
"338",3146,"1",2015-09-15 02:00:00,22,0.619047619047619,74.9545454545455
"339",3146,"1",2015-09-15 03:00:00,40,0.58974358974359,74.05
"340",3146,"1",2015-09-15 04:00:00,184,1.59615384615385,72.9728260869565
"341",3146,"1",2015-09-15 05:00:00,807,5.01197604790419,72.7001239157373
"342",3146,"1",2015-09-15 06:00:00,1454,9.11173184357542,71.3273727647868
"343",3146,"1",2015-09-15 07:00:00,1490,9.76190476190476,71.5127516778523
"344",3146,"1",2015-09-15 08:00:00,831,5.62420382165605,72.4404332129964
"345",3146,"1",2015-09-15 09:00:00,688,4.18934911242604,71.5843023255814
"346",3146,"1",2015-09-15 10:00:00,552,3.71974522292994,71.1757246376812
"347",3146,"1",2015-09-15 11:00:00,589,4.22972972972973,70.9320882852292
"348",3146,"1",2015-09-15 12:00:00,674,4.14942528735632,70.959940652819
"349",3146,"1",2015-09-15 13:00:00,721,5.07453416149068,70.377253814147
"350",3146,"1",2015-09-15 14:00:00,803,5.80379746835443,70.239103362391
"351",3146,"1",2015-09-15 15:00:00,709,5.08333333333333,70.5007052186178
"352",3146,"1",2015-09-15 16:00:00,691,4.53086419753086,71.5701881331404
"353",3146,"1",2015-09-15 17:00:00,718,4.39766081871345,71.5696378830084
"354",3146,"1",2015-09-15 18:00:00,582,3.98675496688742,71.5567010309278
