X,Y,stationid,highwayid,milepost,locationte,length,upstream,downstream,stationcla,numberlane,length_mid,downstre_1,upstream_m,agencyid,opposite_s,segment_ge,start_date,end_date,latitude
-122.866326380998458,45.541311521229261,1083,11,64.340000000000003,185th Ave NB to EB,0.800000000000000,1084,1085,,2,0.800000000000000,65.120000000000005,64.319999999999993,194,,"SRID=3857;LINESTRING(-13677456.537487 5707166.97577099,-13677272.901291 5707071.21854016,-13676591.2015286 5706698.98934034,-13676173.8869175 5706474.90610391,-13675882.2964296 5706317.28889265)",2015-06-03 00:00:00-07,,
-122.922708744008034,45.562560818694763,1081,11,61.250000000000000,Helvetia EB,0.710000000000000,3178,1082,1,2,0.710000000000000,,,1081,3158,"SRID=3857;LINESTRING(-13683896.3985 5710636.8703,-13683494.6548 5710414.0787,-13683314.0786 5710314.4682,-13682988.9426 5710140.6535,-13682445.3146 5709854.7175)",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.679332633423883,45.584092369723635,3174,2,305.920000000000016,I-5 SB N. of Columbia off-ramp,0.190000000000000,1028,3173,,,0.190000000000000,305.949999999999989,305.759999999999991,324,,"SRID=3857;LINESTRING(-13656533.2905288 5713607.61749148,-13656535.0422557 5713629.2888028,-13656540.1489837 5713680.94517811,-13656546.742203 5713726.32273118,-13656554.0539032 5713767.62350044,-13656562.1157266 5713807.68278302,-13656570.2602852 5713844",2015-06-03 00:00:00-07,,
-122.682752078630912,45.592433212192034,1022,1,306.509999999999991,Denver Ave NB,0.300000000000000,3124,1023,,2,0.300000000000000,306.519999999999982,306.220000000000027,169,,"SRID=3857;LINESTRING(-13656988.4058489 5715297.64924262,-13656944.4650683 5715154.92520591,-13656883.7995338 5714923.49001269,-13656790.1981585 5714619.66975874)",2015-06-03 00:00:00-07,,
-122.678678855143943,45.579775501771692,3173,2,305.600000000000023,I-5SB N. of Lombard off-ramp,0.200000000000000,3174,1029,,3,0.200000000000000,305.759999999999991,305.560000000000002,257,,"SRID=3857;LINESTRING(-13656528.1719295 5713175.27681025,-13656528.0306167 5713244.24813296,-13656528.4007064 5713455.50267867,-13656529.6119158 5713562.10793123,-13656533.2905288 5713607.61749148)",2015-06-03 00:00:00-07,,
-122.675676724960269,45.54416868245594,1034,2,303.100000000000023,Greeley Ave SB,0.480000000000000,3172,3121,,2,0.480000000000000,303.290000000000020,302.810000000000002,179,,"SRID=3857;LINESTRING(-13655781.8419409 5707098.52570784,-13655800.1137243 5707125.04299617,-13655833.7714802 5707168.66723862,-13655870.2764039 5707213.13164053,-13655921.3054602 5707272.73281018,-13655988.6245559 5707353.44136286,-13656050.6656556 57074",2015-06-03 00:00:00-07,,
-122.678728125843136,45.554927807198318,1033,2,303.899999999999977,Going St SB,0.300000000000000,1032,3172,,3,0.300000000000000,303.990000000000009,303.689999999999998,180,,"SRID=3857;LINESTRING(-13656535.9550879 5708827.88470197,-13656535.9251145 5708870.35538449,-13656536.6448878 5708964.92776956,-13656535.6826489 5709097.79321408,-13656532.4288843 5709422.05220958,-13656531.3800179 5709498.74130434,-13656531.1221056 57095",2015-06-03 00:00:00-07,,
-122.78894431983359,45.475644046290576,1078,10,2.550000000000000,Allen Blvd SB,0.600000000000000,1079,1077,1,2,0.600000000000000,,,15,1066,"SRID=3857;LINESTRING(-13669118.9958 5697337.2744,-13669101.8071 5697286.7936,-13669014.1358 5697089.4534,-13668942.3636 5696948.5551,-13668897.8096 5696871.3324,-13668864.143 5696812.9786,-13668791.0175 5696696.6425,-13668728.6765 5696591.8525,-13668669.",2004-01-01 00:00:00-08,,
-122.776511576765543,45.507769122072617,1088,11,69.310000000000002,ORE 217 NB to EB,0.380000000000000,1087,1089,1,3,0.380000000000000,,,139,1146,"SRID=3857;LINESTRING(-13668222.6174 5702200.0291,-13668073.9535 5702120.6785,-13667840.778 5702007.4691,-13667740.5769 5701957.1993,-13667645.1945 5701912.5292,-13667637.5595 5701908.9527,-13667620.5382 5701900.981,-13667616.4832 5701899.083,-13667602.35",2004-01-01 00:00:00-08,,
-122.775541457344175,45.507637956936946,3160,12,69.310000000000002,US 26 WB @  217 (camera 89),0.880000000000000,1092,1146,1,3,0.880000000000000,,,135,3180,"SRID=3857;LINESTRING(-13665399.7244 5701496.0461,-13665452.5137 5701494.5888,-13665578.1938 5701493.0876,-13665728.2107 5701495.5115,-13665879.9636 5701500.0137,-13666026.8872 5701511.8784,-13666106.5599 5701518.7874,-13666201.0395 5701528.3862,-13666289",2012-12-31 23:00:00-08,,
-122.842551132130239,45.532589816081575,1136,12,65.650000000000006,Bethany to US26 WB,1.380000000000000,1095,1129,,2,1.380000000000000,66.329999999999998,64.950000000000003,199,,"SRID=3857;LINESTRING(-13673378.7417194 5705008.63737001,-13673590.0519468 5705122.77641259,-13673807.4420929 5705240.95462433,-13673994.5547854 5705340.85507544,-13674256.8695625 5705481.64496984,-13674343.5388964 5705528.15979535,-13674731.4584346 57057",2015-06-03 00:00:00-07,,
-122.818048455054253,45.523287710683917,1095,12,67.000000000000000,Murray Rd WB,1.270000000000000,1094,1136,,3,1.270000000000000,67.599999999999994,66.329999999999998,200,,"SRID=3857;LINESTRING(-13670846.0342397 5703631.54411234,-13671206.2984103 5703824.47366697,-13671752.5120333 5704121.97160991,-13671784.0594155 5704139.38652307,-13672398.2269747 5704478.35700791,-13672626.4322161 5704602.1323906,-13672817.8347837 570470",2015-06-03 00:00:00-07,,
-122.796354538857599,45.515058858883741,1094,12,68.200000000000003,Cedar Hills SB to WB,1.160000000000000,1146,1095,,3,1.160000000000000,68.760000000000005,67.599999999999994,201,,"SRID=3857;LINESTRING(-13668488.8904942 5702364.96004689,-13668622.6067572 5702435.72897691,-13668910.8722327 5702583.38344852,-13669288.3942428 5702794.63701943,-13669347.9587511 5702826.21700906,-13669361.9907372 5702833.65560492,-13669445.4417984 57028",2015-06-03 00:00:00-07,,
-122.547392399136328,45.572885741488598,230,,24.820000000000000,WB Airport Way (2R056) to NB I-205,0.760000000000000,,,,4,0.760000000000000,24.870000000000001,24.114999999999998,230,,"SRID=3857;LINESTRING(-13643035.9267925 5710899.48233586,-13642807.4975583 5711143.13149963,-13642461.2543876 5711521.68060555,-13642272.073587 5711727.34585959,-13642190.760421 5711817.84970291,-13642164.3396127 5711847.87193619,-13642162.221319 5711850.",2015-06-03 00:00:00-07,,
-122.744284356331349,45.50763758092026,1090,11,70.900000000000006,Canyon Rd EB,1.030000000000000,3180,1091,1,3,1.030000000000000,,,140,1139,"SRID=3857;LINESTRING(-13665595.7477 5701462.6208,-13665577.3471 5701462.2347,-13665502.1023 5701464.3129,-13665413.1711 5701468.738,-13665333.1182 5701474.8499,-13665259.1188 5701481.7223,-13665130.3253 5701493.624,-13664994.5364 5701508.536,-13664861.90",2004-01-01 00:00:00-08,,
-122.751442212718985,45.38483602512764,1004,1,289.629999999999995,Nyberg WB to NB,0.570000000000000,1003,1005,1,3,0.570000000000000,,,80,1040,"SRID=3857;LINESTRING(-13664686.3596 5682081.9178,-13664584.4878 5682481.8742,-13664572.6079 5682532.4722,-13664518.9791 5682779.4364,-13664406.0037 5683184.9506,-13664382.8291 5683267.711)",2004-01-01 00:00:00-08,,
-122.740693814830593,45.442582900481753,1009,1,293.740000000000009,Pacific Hwy W NB,1.000000000000000,1008,1010,1,3,1.000000000000000,,,156,3115,"SRID=3857;LINESTRING(-13663735.814 5690914.7092,-13663704.1896 5690994.4034,-13663666.1358 5691078.5838,-13663618.8721 5691167.1086,-13663578.3161 5691237.5169,-13663522.906 5691321.6105,-13663409.0463 5691504.4104,-13663391.7702 5691531.4388,-13663369.7",2004-01-01 00:00:00-08,,
-122.743966620645281,45.420177524972033,1007,1,292.180000000000007,ORE 217/Kruseway NB,0.900000000000000,1006,1008,1,3,0.900000000000000,,,83,3114,"SRID=3857;LINESTRING(-13663789.539 5686935.3284,-13663790.2851 5687116.6023,-13663793.417 5687607.9588,-13663795.7669 5687851.7771,-13663795.9037 5687941.3916,-13663796.0481 5688036.9375,-13663796.1565 5688108.0135,-13663800.1736 5688609.5223,-13663801.9",2004-01-01 00:00:00-08,,
-122.565562784772908,45.499340628283178,1052,4,19.250000000000000,Division SB,0.710000000000000,1051,1053,1,3,0.710000000000000,,,246,1117,"SRID=3857;LINESTRING(-13643922.6276 5701705.4738,-13643917.5727 5701497.3305,-13643918.4356 5701284.785,-13643918.7961 5701196.2947,-13643922.5445 5700864.3565,-13643926.5451 5700684.4828,-13643936.0227 5700478.8556,-13643939.9904 5700259.6045,-13643941.",2004-01-01 00:00:00-08,,
-122.565596337958596,45.494588640360547,1053,4,18.920000000000002,Powell Blvd SB,0.880000000000000,1052,1054,1,3,0.880000000000000,,,245,1117,"SRID=3857;LINESTRING(-13643941.6041 5700120.8743,-13643941.9302 5700092.8215,-13643942.6723 5700060.0836,-13643941.8988 5700013.6605,-13643939.9447 5699979.0305,-13643938.8199 5699948.0392,-13643936.8454 5699914.325,-13643937.8137 5699871.5616,-13643938.",2004-01-01 00:00:00-08,,
-122.744063272300806,45.435107422289285,1008,1,293.180000000000007,Haines St NB,0.780000000000000,1007,1009,1,3,0.780000000000000,,,155,1131,"SRID=3857;LINESTRING(-13663803.7615 5689137.739,-13663804.6912 5689295.1197,-13663806.8618 5689460.7387,-13663806.9232 5689639.6921,-13663804.9715 5689835.5038,-13663807.5859 5690068.3623,-13663806.6265 5690249.6623,-13663806.5907 5690477.599,-13663804.0",2004-01-01 00:00:00-08,,
-122.926341620283125,45.563965334421923,3178,11,61.049999999999997,US26 EB @ Helvetia,1.220000000000000,1138,1081,1,2,1.220000000000000,,,3178,3158,"SRID=3857;LINESTRING(-13686368.1353 5711959.5284,-13685972.2647 5711748.4978,-13685134.3291 5711295.9438,-13684828.6217 5711130.1461,-13684486.7872 5710943.5155,-13684081.4953 5710739.394,-13684079.1983 5710738.2363,-13683896.3985 5710636.8703)",2012-12-31 23:00:00-08,2015-06-02 15:00:00-07,
-122.740901147075746,45.508637503018413,1139,12,71.069999999999993,Skyline CD WB,0.000000000000000,0,0,1,2,0.000000000000000,,,150,1090,"SRID=3857;LINESTRING(-13663454.6152 5701954.6592,-13663470.4639 5701949.6011,-13663506.1237 5701938.4269,-13663561.513 5701918.0396,-13663615.7381 5701897.989,-13663692.6746 5701869.7766,-13663766.0793 5701841.094,-13663787.6285 5701832.6132,-13663826.07",2004-01-01 00:00:00-08,,
-122.667285323290443,45.509069035965609,3119,1,300.500000000000000,I-5 NB @ Marquam Bridge,0.550000000000000,1015,3184,,,0.550000000000000,300.649999999999977,300.100000000000023,314,,"SRID=3857;LINESTRING(-13655203.14229 5702333.60605767,-13655200.8923985 5702325.42659046,-13655195.013769 5702300.34772914,-13655190.592129 5702276.65524902,-13655186.9582988 5702246.75611585,-13655186.3323564 5702222.96325225,-13655188.6622715 5702190.0",2015-06-03 00:00:00-07,,
-122.6791190076557,45.584026886120697,3124,1,305.920000000000016,I-5 NB N. of Columbia off-ramp,0.460000000000000,3123,1022,,,0.460000000000000,306.220000000000027,305.759999999999991,325,,"SRID=3857;LINESTRING(-13656790.1981585 5714619.66975874,-13656789.4836143 5714617.35058477,-13656759.6516675 5714524.49111582,-13656708.4764489 5714365.19291623,-13656614.2287391 5714066.13760577,-13656596.3204388 5714002.42772134,-13656579.4216932 57139",2015-06-03 00:00:00-07,,
-122.678500465172633,45.554458708102125,1019,1,303.879999999999995,Going St NB,0.460000000000000,3171,1020,,2,0.460000000000000,304.139999999999986,303.680000000000007,166,,"SRID=3857;LINESTRING(-13656503.9096917 5709830.40222656,-13656505.4001274 5709714.58949348,-13656505.3619806 5709666.06741641,-13656506.3118625 5709491.46255099,-13656507.2396028 5709320.7104435,-13656509.4247857 5709128.88964228,-13656509.8634372 570898",2015-06-03 00:00:00-07,,
-122.678435414199569,45.561997197015778,1020,1,304.399999999999977,Alberta St NB,0.620000000000000,1019,1021,,2,0.620000000000000,304.759999999999991,304.139999999999986,167,,"SRID=3857;LINESTRING(-13656508.4360771 5711271.38968804,-13656508.4317824 5711226.17837489,-13656504.9223571 5710851.73353846,-13656502.0982816 5710679.80441829,-13656500.5251946 5710340.52055632,-13656500.9893632 5710057.30478785,-13656503.9096917 57098",2015-06-03 00:00:00-07,,
-122.678574867593525,45.572377470295571,1021,1,305.120000000000005,Portland Blvd NB,0.600000000000000,1020,3123,,2,0.600000000000000,305.360000000000014,304.759999999999991,168,,"SRID=3857;LINESTRING(-13656510.5540177 5712627.78995903,-13656510.7657839 5712553.79128105,-13656511.3145215 5712461.11143704,-13656514.1714472 5712304.45788761,-13656516.8157185 5712133.19797494,-13656515.240183 5711904.33773166,-13656513.5567932 571176",2015-06-03 00:00:00-07,,
-122.528667221063387,45.544798094436004,3139,7,10.039999999999999,I-84 EB @ 122nd,1.230000000000000,3137,3141,1,3,1.230000000000000,,,286,3140,"SRID=3857;LINESTRING(-13642053.8307 5708115.9756,-13641967.4245 5708114.04,-13641850.2033 5708106.8135,-13641765.7273 5708100.3362,-13641684.3779 5708090.2481,-13641492.9785 5708067.647,-13641296.0982 5708041.2979,-13641126.422 5708020.0658,-13641027.631",2012-12-31 23:00:00-08,,
-122.509250941155614,45.542505060372719,3141,7,11.470000000000001,I-84 EB @ 148th,1.060000000000000,3139,3143,1,3,1.060000000000000,,,287,3142,"SRID=3857;LINESTRING(-13639260.4984 5707598.2982,-13639190.5492 5707586.6239,-13638911.0602 5707540.2917,-13638633.2491 5707494.9128,-13638424.3392 5707460.9088,-13638151.6207 5707415.6517,-13638004.3916 5707390.9768,-13637795.51 5707357.9172,-13637650.4",2012-12-31 23:00:00-08,,
-122.477243339406513,45.541404376107003,3145,7,13.039999999999999,I-84 EB @ 181st,1.120000000000000,3143,3147,1,3,1.120000000000000,,,289,3146,"SRID=3857;LINESTRING(-13635100.555 5707301.3281,-13635021.1744 5707302.7114,-13634948.031 5707302.4804,-13634884.3215 5707298.7936,-13634805.6812 5707290.4545,-13634661.5829 5707276.7225,-13634577.4212 5707262.3958,-13634399.064 5707224.223,-13634230.957",2012-12-31 23:00:00-08,,
-122.682871447598245,45.592704522365167,1023,1,306.529999999999973,Delta Park NB,0.480000000000000,1022,1024,1,2,0.480000000000000,,,1023,1147,"SRID=3857;LINESTRING(-13656988.4058 5715297.6494,-13657037.3702 5715456.6872,-13657102.2784 5715663.0603,-13657104.5666 5715671.6796,-13657122.4932 5715739.1946,-13657133.3821 5715783.9326,-13657141.9146 5715831.169,-13657149.329 5715882.0865,-13657155.5",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.682172069914543,45.605478565803971,1024,1,307.459999999999980,Marine Dr NB,0.680000000000000,1023,1025,1,3,0.680000000000000,,,1024,1027,"SRID=3857;LINESTRING(-13657130.1623 5716312.0326,-13657103.5868 5716444.3795,-13657054.0205 5716720.9837,-13657030.7147 5716846.1769,-13657005.999 5716959.2311,-13656973.8418 5717112.2041,-13656971.3013 5717124.2821,-13656961.5304 5717170.7635,-13656911.",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.68287150249661,45.59270464548468,1023,1,306.529999999999973,Delta Park NB,0.480000000000000,1022,1024,,2,0.480000000000000,307.000000000000000,306.519999999999982,170,,"SRID=3857;LINESTRING(-13657130.1622926 5716312.03244939,-13657142.1639807 5716252.26343787,-13657149.2625284 5716199.74094682,-13657156.8640936 5716120.42715793,-13657158.5862857 5716081.78610705,-13657159.9067071 5716052.19040453,-13657159.4722729 57159",2015-06-03 00:00:00-07,,
-122.682172088262362,45.605478514418039,1024,1,307.459999999999980,Marine Dr NB,0.680000000000000,1023,1025,,3,0.680000000000000,307.680000000000007,307.000000000000000,171,,"SRID=3857;LINESTRING(-13656759.3473806 5717830.74118497,-13656763.2657025 5717821.55214352,-13656804.4364 5717728.40225761,-13656843.9585089 5717634.89534356,-13656861.4166566 5717584.40496499,-13656874.9960529 5717543.53408243,-13656886.9838086 5717493.",2015-06-03 00:00:00-07,,
-122.665842307721036,45.357414035307748,3102,3,5.390000000000000,I-205 NB @ Blankenship,1.670000000000000,1113,1116,1,2,1.670000000000000,,,263,3195,"SRID=3857;LINESTRING(-13656669.2307 5679269.4411,-13656654.0432 5679264.9217,-13656555.0349 5679231.913,-13656452.5645 5679192.4751,-13656346.5109 5679150.2191,-13656249.3868 5679103.1601,-13656165.0934 5679059.5847,-13656080.9582 5679010.4837,-13656010.",2013-07-01 09:00:00-07,,
-122.628273857907274,45.351104122982925,3103,3,7.600000000000000,I-205 NB @ Viewpoint,0.960000000000000,1116,1109,1,2,0.960000000000000,,,264,3104,"SRID=3857;LINESTRING(-13651729.1318 5676638.9798,-13651671.4037 5676649.149,-13651573.9439 5676670.7266,-13651483.661 5676695.1579,-13651407.896 5676719.9054,-13651278.117 5676768.0495,-13651196.871 5676805.3238,-13651155.5944 5676827.1721,-13651015.4911",2013-07-01 09:00:00-07,,
-122.667285360989197,45.509069008875834,3119,1,300.500000000000000,I-5 NB @ Marquam Bridge,0.550000000000000,1015,3184,1,4,0.550000000000000,,,3119,3186,"SRID=3857;LINESTRING(-13655931.1948 5701458.9879,-13655917.119 5701480.4807,-13655900.2517 5701500.2108,-13655880.6414 5701520.014,-13655859.2016 5701539.8634,-13655837.6891 5701556.9628,-13655813.4335 5701574.1354,-13655761.2612 5701608.575,-13655648.23",2004-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.67849468746769,45.548076920288437,3170,5,4.200000000000000,I-405 NB on-ramp,0.880000000000000,1133,0,1,2,0.880000000000000,,,3170,3172,"SRID=3857;LINESTRING(-13656996.1006 5706651.1969,-13656845.6377 5706828.5501,-13656629.1428 5707072.3078,-13656395.9062 5707351.641,-13656335.1773 5707424.3699,-13656317.6565 5707451.4213,-13656304.4866 5707471.7551,-13656290.7713 5707496.4423,-13656288.",2013-02-12 11:00:00-08,2015-06-02 15:00:00-07,
-122.678526016423419,45.548461429518952,3171,1,303.470000000000027,I-5 NB off-ramp,0.680000000000000,3169,1019,1,2,0.680000000000000,,,3171,3172,"SRID=3857;LINESTRING(-13655965.0462 5707353.4595,-13655987.4402 5707379.3732,-13656069.0318 5707478.8014,-13656087.6072 5707500.8726,-13656101.8751 5707517.826,-13656134.7574 5707555.0182,-13656150.5516 5707573.5509,-13656169.8777 5707596.2279,-13656194.",2013-02-12 11:00:00-08,2015-06-02 15:00:00-07,
-122.967159516557999,45.579258506100892,1138,11,58.799999999999997,Jackson School Road EB,1.930000000000000,0,3178,1,2,1.930000000000000,,,1138,,"SRID=3857;LINESTRING(-13690250.6235 5714044.2086,-13690039.5458 5713931.7147,-13689480.1499 5713632.0151,-13689398.2737 5713587.7471,-13688762.6221 5713244.8661,-13687969.273 5712816.8417,-13687462.1958 5712548.0772,-13686729.51 5712152.1508,-13686368.13",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.683418283183343,45.593495782749685,1147,2,306.600000000000023,I-5 SB at Victory,0.690000000000000,1027,1028,1,3,0.690000000000000,,,1147,1023,"SRID=3857;LINESTRING(-13657163.9558 5716293.6371,-13657169.2529 5716267.364,-13657182.6553 5716199.2053,-13657187.9874 5716149.3075,-13657190.2331 5716110.9711,-13657191.1125 5716086.7248,-13657190.1474 5716048.95,-13657188.121 5716012.9801,-13657185.560",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.796354476447931,45.515058836461776,1094,12,68.200000000000003,Cedar Hills SB to WB,1.160000000000000,1146,1095,1,3,1.160000000000000,,,1094,1087,"SRID=3857;LINESTRING(-13668488.8906 5702364.9601,-13668622.6067 5702435.7292,-13668910.8722 5702583.3836,-13669288.3943 5702794.6372,-13669347.9588 5702826.2171,-13669361.9907 5702833.6558,-13669445.4418 5702876.7188,-13670136.1279 5703248.2029,-13670286",2014-01-01 00:00:00-08,2015-06-02 15:00:00-07,
-122.780906275286767,45.505648850895625,3154,10,0.250000000000000,Wilshire @ SB 217 MP 0.25,0.180000000000000,1118,1111,,,0.180000000000000,0.350000000000000,0.170000000000000,321,,"SRID=3857;LINESTRING(-13667804.9319509 5701636.92095312,-13667876.1475284 5701524.85474612,-13667929.9010989 5701448.97014983,-13667976.4342077 5701391.54561828,-13668016.3377996 5701350.38591023,-13668060.8327323 5701305.65562368,-13668062.6520693 57013",2015-06-03 00:00:00-07,,
-122.967159532818684,45.579258511602291,1138,11,58.799999999999997,Jackson School Road EB,1.930000000000000,0,3178,,2,1.930000000000000,59.930000000000000,58.000000000000000,189,,"SRID=3857;LINESTRING(-13690250.6235172 5714044.20845006,-13690039.5457855 5713931.71457368,-13689480.1498946 5713632.01489275,-13689398.2737849 5713587.74693325,-13688762.6220865 5713244.86601501,-13687969.2729933 5712816.84146208,-13687462.1958098 57125",2015-06-03 00:00:00-07,,
-122.597644701134328,45.366292125454684,1041,3,9.449999999999999,ORE 99E NB,0.620000000000000,1110,1144,1,2,0.620000000000000,,,217,1103,"SRID=3857;LINESTRING(-13647938.6116 5679190.9489,-13647860.486 5679221.0844,-13647770.7407 5679255.6993,-13647696.5599 5679285.5825,-13647635.3525 5679311.6329,-13647593.996 5679330.1795,-13647538.9067 5679356.9485,-13647495.0036 5679378.1834,-13647459.7",2014-01-01 00:00:00-08,,
-122.578928090322506,45.384427526687759,1042,3,11.050000000000001,Gladstone NB,0.950000000000000,3002,1043,1,3,0.950000000000000,,,219,3001,"SRID=3857;LINESTRING(-13645423.857 5682246.1342,-13645412.6062 5682291.598,-13645402.4025 5682332.8321,-13645373.8022 5682437.7467,-13645249.1162 5682915.6015,-13645100.6432 5683482.061,-13644959.4683 5684008.6158,-13644860.994 5684346.9013)",2014-01-01 00:00:00-08,,
-122.57241374171231,45.41121045731466,1043,3,12.940000000000000,Clackamas Hwy NB,1.260000000000000,1042,1044,1,3,1.260000000000000,,,220,1100,"SRID=3857;LINESTRING(-13644860.994 5684346.9013,-13644775.2201 5684641.5462,-13644746.9686 5684735.0804,-13644721.1018 5684825.2056,-13644695.9315 5684913.7482,-13644669.2491 5684999.0676,-13644645.9059 5685086.1735,-13644625.4041 5685162.1599,-13644599.",2014-01-01 00:00:00-08,,
-122.730351417420849,45.373144583738309,3100,3,1.960000000000000,I-205 NB @ Prosperity Park,2.760000000000000,0,1113,1,3,2.760000000000000,,,262,3101,"SRID=3857;LINESTRING(-13665104.2972 5680801.371,-13665152.6561 5680681.0358,-13665177.4681 5680617.0903,-13665195.524 5680573.8531,-13665216.1018 5680538.851,-13665241.3431 5680498.5029,-13665279.3737 5680452.0629,-13665313.6695 5680410.074,-13665346.950",2013-07-01 09:00:00-07,,
